MajorAxisLength,MinorAxisLength,ConvexArea,Perimeter,Area_imputed,Eccentricity_imputed,Extent_imputed,target
276.6108288,201.8131355,45133,803.748,43441.0,0.683882337,0.690855598,0
401.6681425,269.6684468,86777,1118.999,84677.0,0.741121199,0.751028843,0
272.9372082,181.8567206,39909,757.295,38569.0,0.745688178,0.716030818,0
288.6310651,226.6304906,52396,855.997,51180.0,0.619253764,0.737442725,0
301.5077895,273.6599414,64732,971.769,61251.0,0.419753707,0.643595671,0
274.0659935,185.4112735,40747,772.501,39275.0,0.736423765,0.712562139,0
350.1278744,315.7195205,87512,1070.062,86545.0,0.432307345,0.785886818,0
421.8829433,254.3101831,86319,1168.247,83490.0,0.797893855,0.70994898,0
325.341425,225.1150238,58697,933.896,56469.0,0.721960082,0.685736144,0
364.2307798,265.8668635,77541,1075.792,75329.0,0.683510499,0.723079729,0
368.6379093,209.1269246,61469,968.36,59514.0,0.823513752,0.755157975,0
388.8073993,250.6960737,77958,1065.68,76222.0,0.764366384,0.73744195,0
306.3041431,196.6171927,48631,843.96,46403.0,0.766786821,0.637631572,0
305.298843,234.6612245,57724,926.095,55827.0,0.639696077,0.703287982,0
358.1989179,240.7826944,68732,1006.375,66797.0,0.740366108,0.697662517,0
300.9544323,234.38957,56851,893.644,54968.0,0.627246499,0.75133953,0
325.1886359,231.9557989,60738,966.758,58545.0,0.700862765,0.700500144,0
292.8989067,248.4080201,58095,921.613,54983.0,0.529833692,0.725273711,0
330.2283748,232.0553872,60232,992.114,57580.0,0.711474579,0.645103465,0
376.6624701,221.6551009,67510,1057.897,64364.0,0.808518015,0.654744466,0
397.1149759,268.3337727,84427,1106.355,82028.0,0.737169367,0.686375085,0
424.2783146,245.5074738,83143,1114.736,81581.0,0.81557794,0.762382252,0
381.3486543,273.8100991,82807,1057.448,81546.0,0.696038327,0.711719732,0
328.4888612,275.8888648,72223,1039.551,69060.0,0.542783247,0.727023897,0
364.1030896,253.7969272,73265,1036.94,71464.0,0.717025543,0.715484271,0
356.2592463,256.4883397,72618,1011.054,71284.0,0.694027404,0.742975069,0
392.6515582,246.0756721,77118,1073.768,75314.0,0.779258691,0.704712179,0
300.906335,185.8512318,44836,802.261,43743.0,0.786462407,0.670082721,0
251.8477358,208.4681478,41594,777.663,39941.0,0.561090145,0.70757157,0
296.5221609,188.1957136,45174,817.41,43563.0,0.772777753,0.696283865,0
308.3589121,208.8552452,51555,851.632,50445.0,0.735695738,0.723225806,0
352.011403,250.8148535,70274,978.434,69120.0,0.701652699,0.703439853,0
359.3755027,161.7023657,48490,901.17,44007.0,0.893051844,0.644743975,0
444.6108356,253.2065911,91704,1189.483,87149.0,0.82199021,0.716220548,0
281.4314214,224.4858963,50672,845.128,49175.0,0.603110639,0.727613045,0
320.8119081,235.3860453,60597,927.048,58857.0,0.679452185,0.690364202,0
508.1289326,288.9539812,118314,1340.897,114648.0,0.822570794,0.681904966,0
362.1373458,277.0098428,80872,1110.44,77225.0,0.644113015,0.732483472,0
358.1989179,240.7826944,68732,1006.375,66797.0,0.740366108,0.697662517,0
308.3589121,208.8552452,51555,851.632,50445.0,0.735695738,0.723225806,0
418.5556402,274.9231996,92636,1196.03,89051.0,0.754031829,0.738675293,0
274.0659935,185.4112735,40747,772.501,39275.0,0.736423765,0.712562139,0
259.2088782,210.3507977,43443,801.526,87928.44927536232,0.584337455,0.6996799807723215,0
352.3686704,227.8641444,64811,1004.245,62064.0,0.762774955,0.650566038,0
354.43108,207.5949862,59307,953.496,57227.0,0.810518333,0.649981827,0
323.1896072,172.5759261,44743,849.728,42256.0,0.845498789,0.698030924,0
375.2501319,262.8124219,79255,1095.283,77055.0,0.713783938,0.732267077,0
301.8003982,210.4672152,50835,867.582,49059.0,0.716709132,0.698607314,0
319.1919279,230.7099964,58879,916.396,56518.0,0.691063598,0.718647085,0
390.207341,294.7622385,91793,1136.669,90176.0,0.65526509,0.762549046,0
312.6013291,198.7512989,50166,868.06,47839.0,0.771855496,0.702770596,0
344.9801825,215.4342255,58924,935.816,57438.0,0.781038479,0.693394176,0
330.7474868,200.9579393,53060,894.039,51539.0,0.794252979,0.72541099,0
284.3301121,170.5330024,39280,761.131,37302.0,0.800171576,0.721173923,0
251.7422462,178.341115,35824,713.94,34638.0,0.705783651,0.749399624,0
411.6968203,231.7495984,76449,1071.612,74426.0,0.826515979,0.679453706,0
333.0124213,247.8885463,65403,953.445,63968.0,0.66775371,0.756999834,0
338.4814606,193.0052021,52619,909.681,49336.0,0.821499608,0.656552752,0
393.3989966,228.722883,72170,1066.388,69317.0,0.813616588,0.661674303,0
391.227169,245.5420203,77508,1063.377,74763.0,0.778519786,0.686113099,0
337.0434753,231.8092351,62511,966.438,59729.0,0.725926293,0.683711081,0
377.616572,272.6713449,82949,1084.306,80101.0,0.691804118,0.725486822,0
325.2398678,208.9148245,54510,928.217,51683.0,0.766419171,0.728442565,0
414.7180727,229.5557698,76912,1131.096,72915.0,0.832834246,0.679771405,0
324.2950626,230.9972581,59977,940.22,58239.0,0.70186924,0.721190282,0
364.7445188,248.7961897,71504,1024.207,69781.0,0.731248797,0.693937827,0
333.9700499,222.2744566,58991,926.255,57676.0,0.746351424,0.688668657,0
333.7476396,243.540245,63641,958.627,61996.0,0.683752754,0.673137894,0
310.6056284,204.6545873,51007,855.392,49604.0,0.752240304,0.760809215,0
304.2844667,182.8110368,44714,814.68,43295.0,0.799406959,0.713838189,0
260.5126753,205.8650238,43114,790.427,41502.0,0.612809911,0.824319225,0
339.6034558,227.7259242,62130,946.487,60313.0,0.741851492,0.726680161,0
376.3751871,208.7278098,63997,998.47,61289.0,0.832134559,0.63947956,0
364.7840178,218.5661729,63724,981.059,61967.0,0.800624837,0.687300355,0
243.0382802,210.1140569,40598,737.468,39716.0,0.502579995,0.779432833,0
365.3190043,230.5255523,67299,989.581,65495.0,0.775762211,0.697943308,0
347.7500583,297.6406265,82552,1063.868,81021.0,0.517134931,0.757559607,0
452.8630128,297.0241867,108211,1254.861,104921.0,0.754864415,0.726297937,0
313.479956,218.6686172,55147,882.669,53633.0,0.716534018,0.728432118,0
313.479956,218.6686172,55147,882.669,53633.0,0.716534018,0.728432118,0
342.5767105,245.7320369,66649,997.989,64717.0,0.696759162,0.66254095,0
387.6741043,236.8736053,73593,1038.741,71762.0,0.791621183,0.701677879,0
843.9566534,323.1905688,221396,2253.557,180898.0,0.923770364,0.454188929,0
419.7533709,306.9548981,102881,1202.369,100835.0,0.682083382,0.752578628,0
403.0839752,206.4846437,66419,1028.445,64670.0,0.858829168,0.75677257,0
330.0249642,221.9197863,58973,919.044,57303.0,0.740157695,0.716762355,0
416.7127171,230.5595405,78032,1095.055,74109.0,0.832994182,0.706459362,0
354.1769124,252.529208,71849,1035.501,69726.0,0.701160962,0.734398534,0
364.2255696,269.5167915,78443,1070.053,76253.0,0.672637467,0.724287614,0
372.4843101,224.0094059,66639,1008.276,63402.0,0.798953455,0.676634437,0
274.4450783,180.9575592,39926,762.439,38585.0,0.751829118,0.696593309,0
347.1551548,222.109478,61585,966.329,59459.0,0.768542385,0.709619286,0
334.8459883,243.2364806,64925,945.523,63452.0,0.687258427,0.735317295,0
425.0481856,233.9734424,78641,1091.754,76984.0,0.834859339,0.758754595,0
397.3381636,234.8282406,74242,1037.399,73046.0,0.806669001,0.690650883,0
350.2854586,214.8024505,59449,939.149,57838.0,0.789911277,0.674039717,0
291.1972864,203.0202207,48658,875.764,45723.0,0.716885111,0.648829289,0
291.0010917,170.7762667,40133,769.691,38724.0,0.809690001,0.780883243,0
297.6969009,226.2519485,53588,862.778,52508.0,0.649914023,0.756163594,0
329.2425655,233.7746492,60580,920.573,59282.0,0.704163616,0.725925745,0
297.6969009,226.2519485,53588,862.778,52508.0,0.649914023,0.756163594,0
251.8477358,208.4681478,41594,777.663,39941.0,0.561090145,0.70757157,0
356.4633214,212.119231,60664,970.932,58591.0,0.803676777,0.784413741,0
303.5552029,199.4459327,48077,847.792,46742.0,0.753861393,0.70526284,0
316.4840294,234.2836291,58976,906.829,57741.0,0.672309707,0.712711069,0
368.7863065,221.2409483,65057,977.085,63514.0,0.800062704,0.663844642,0
436.5298989,228.2803725,80138,1141.189,77310.0,0.852367489,0.631720869,0
348.2232313,197.7528973,56089,938.705,53698.0,0.823103652,0.731341251,0
422.0984896,237.6386774,78465,1114.88,75540.0,0.82646137,0.705085125,0
325.2398678,208.9148245,54510,928.217,51683.0,0.766419171,0.728442565,0
376.3751871,208.7278098,63997,998.47,61289.0,0.832134559,0.63947956,0
393.716176,265.8146124,84964,1187.338,81572.0,0.737687128,0.698270844,0
376.6504925,249.5294544,74373,1050.221,72219.0,0.749065428,0.777794531,0
381.6717342,231.5281935,71336,1067.692,68931.0,0.794994961,0.679310549,0
409.486907,292.9160989,96072,1174.166,93879.0,0.698792225,0.767668921,0
354.43108,207.5949862,59307,953.496,57227.0,0.810518333,0.649981827,0
340.8169568,204.432884,56217,915.939,52651.0,0.800126045,0.683504044,0
387.7628358,325.7371661,100682,1193.908,98485.0,0.54252098,0.729864528,0
413.4963654,246.4047067,81839,1113.607,79100.0,0.803054658,0.655148423,0
421.0948928,248.0867654,83634,1148.651,81405.0,0.808025921,0.713728344,0
310.6748925,178.3232873,44753,870.063,41593.0,0.818864551,0.572669696,0
451.5261542,280.2261534,99256,1255.245,95347.0,0.784111496,0.674956111,0
394.2783917,253.21136,82746,1127.409,77161.0,0.766524847,0.671900035,0
301.3222176,186.9506295,45021,818.873,43725.0,0.784258452,0.697068248,0
379.9250258,252.6171178,76154,1040.788,74849.0,0.746920746,0.735392657,0
261.5543311,167.7084908,35794,751.413,33565.0,0.767374275,0.68155052,0
348.2887882,232.8200404,63897,979.447,62343.0,0.743740567,0.705620699,0
368.2242844,263.4592554,77493,1059.186,75620.0,0.698627251,0.726277372,0
316.4840294,234.2836291,58976,906.829,57741.0,0.672309707,0.712711069,0
331.4511469,206.7595988,55774,934.547,52243.0,0.781583108,0.714434188,0
271.6466724,205.1640687,44535,785.843,43495.0,0.655424446,0.754021912,0
395.2097616,254.3765834,80285,1097.299,78084.0,0.765320366,0.703003457,0
311.5249871,197.090849,49237,857.776,47771.0,0.774425873,0.683409393,0
344.9045201,249.0897821,69240,1001.714,66508.0,0.691685086,0.703014672,0
392.9101168,284.1790677,89605,1122.16,87302.0,0.690568105,0.73824584,0
400.4656882,265.928797,84531,1112.784,83071.0,0.747689152,0.718458106,0
403.0839752,206.4846437,66419,1028.445,64670.0,0.858829168,0.75677257,0
343.7885277,177.1367946,48476,891.528,46961.0,0.857040355,0.61463255,0
336.1488879,204.3070754,55288,922.011,53270.0,0.794099752,0.693692051,0
290.7535562,258.3843539,60254,908.357,58460.0,0.458544698,0.774756149,0
316.841636,167.3283344,42965,846.833,41050.0,0.849173815,0.641185842,0
257.6418527,181.1570788,37442,737.637,36113.0,0.71105609,0.694480769,0
380.3703785,288.2561589,87052,1094.576,85739.0,0.652451831,0.762151543,0
322.5040186,176.7089727,46531,883.973,44367.0,0.836525515,0.732999603,0
329.9357423,187.0417222,49367,858.386,48093.0,0.823784218,0.745108064,0
293.408498,247.7165958,58143,904.508,56709.0,0.535914821,0.778285573,0
411.8885236,216.8939999,70932,1097.292,68627.0,0.850122963,0.738242255,0
442.2460114,253.291155,90546,1184.04,87524.0,0.819738392,0.758650579,0
336.5840696,227.9495391,60648,916.044,59822.0,0.735758503,0.700286801,0
280.1124767,185.1922062,40539,766.531,39622.0,0.750266822,0.733007733,0
376.6624701,221.6551009,67510,1057.897,64364.0,0.808518015,0.654744466,0
259.8962651,225.6562198,47266,813.276,45598.0,0.496118267,0.741286253,0
358.3657191,189.2067438,54649,929.471,52547.0,0.849262336,0.703402763,0
291.1972864,203.0202207,48658,875.764,45723.0,0.716885111,0.648829289,0
387.5169377,326.8987235,100747,1176.6,98935.0,0.537014933,0.740420596,0
340.055218,276.0151772,74545,1010.474,73167.0,0.58410581,0.778736856,0
373.235638,237.0415232,70759,1049.093,68520.0,0.772430874,0.712858926,0
337.0434753,231.8092351,62511,966.438,59729.0,0.725926293,0.683711081,0
339.7334965,234.0242375,64027,975.553,61377.0,0.724907214,0.705612526,0
433.6712228,222.9994167,78125,1103.236,75431.0,0.857662466,0.723184154,0
327.1109948,199.5409197,52462,875.267,50649.0,0.792393852,0.766294481,0
333.9700499,222.2744566,58991,926.255,57676.0,0.746351424,0.688668657,0
331.0863197,216.5794558,57109,957.132,53890.0,0.756366569,0.704444444,0
323.1896072,172.5759261,44743,849.728,42256.0,0.845498789,0.698030924,0
350.2854586,214.8024505,59449,939.149,57838.0,0.789911277,0.674039717,0
381.3486543,273.8100991,82807,1057.448,81546.0,0.696038327,0.711719732,0
294.7482868,217.913109,50732,869.795,49063.0,0.673354968,0.658811365,0
345.4854484,222.3818455,60701,948.233,58741.0,0.765295307,0.714819412,0
478.3109708,298.630592,113256,1298.188,111450.0,0.781149506,0.690092879,0
328.4888612,275.8888648,72223,1039.551,69060.0,0.542783247,0.727023897,0
393.214664,212.9548238,67701,1014.789,64875.0,0.840653105,0.77052354,0
305.298843,234.6612245,57724,926.095,55827.0,0.639696077,0.703287982,0
342.5767105,245.7320369,66649,997.989,64717.0,0.696759162,0.66254095,0
350.1827545,225.8427713,63397,972.472,61600.0,0.764243075,0.746829611,0
421.1618485,241.6404129,81442,1102.423,78982.0,0.819032478,0.753436549,0
421.8829433,254.3101831,86319,1168.247,83490.0,0.797893855,0.70994898,0
249.7402266,213.5732718,43096,784.912,40861.0,0.51832833,0.743089401,0
301.3222176,186.9506295,45021,818.873,43725.0,0.784258452,0.697068248,0
304.2844667,182.8110368,44714,814.68,43295.0,0.799406959,0.713838189,0
451.5261542,280.2261534,99256,1255.245,95347.0,0.784111496,0.674956111,0
306.5739068,204.2806212,50298,848.422,48693.0,0.745653394,0.740127679,0
267.5537786,173.5251032,37418,750.909,35237.0,0.761162183,0.706832223,0
261.5543311,167.7084908,35794,751.413,33565.0,0.767374275,0.68155052,0
339.6034558,227.7259242,62130,946.487,60313.0,0.741851492,0.726680161,0
388.4547229,224.7316909,70347,1042.257,68253.0,0.815662968,0.746130132,0
447.1345225,275.2161542,97865,1181.921,96277.0,0.788128405,0.704057157,0
317.3482375,211.0255917,53531,895.04,51145.0,0.746874181,0.710051367,0
281.8248824,192.6741159,42792,782.362,41458.0,0.729794954,0.682773386,0
397.3381636,234.8282406,74242,1037.399,73046.0,0.806669001,0.690650883,0
296.8792842,212.0277194,48762,860.58,46008.0,0.699953594,0.69527897,0
319.1919279,230.7099964,58879,916.396,56518.0,0.691063598,0.718647085,0
251.7422462,178.341115,35824,713.94,34638.0,0.705783651,0.749399624,0
286.2315627,180.4373603,41446,790.531,39509.0,0.776279027,0.722972478,0
312.6013291,198.7512989,50166,868.06,47839.0,0.771855496,0.702770596,0
274.4450783,180.9575592,39926,762.439,38585.0,0.751829118,0.696593309,0
356.4633214,212.119231,60664,970.932,58591.0,0.803676777,0.784413741,0
310.7243688,192.9038367,48183,850.782,46397.0,0.783953309,0.655278582,0
352.1907699,290.8275329,81463,1073.251,79408.0,0.56401133,0.792771926,0
336.312888,222.6097658,59311,925.795,57980.0,0.74958095,0.777295152,0
338.5866405,257.3438202,69844,1006.22,66998.0,0.649860993,0.757604541,0
370.5036219,231.5511993,69039,1006.028,66752.0,0.78065406,0.742390035,0
384.9699031,289.4539006,88336,1094.59,87036.0,0.659291894,0.727896163,0
364.2255696,269.5167915,78443,1070.053,76253.0,0.672637467,0.724287614,0
332.4554716,235.429835,62329,933.366,60952.0,0.706057518,0.74359819,0
391.227169,245.5420203,77508,1063.377,74763.0,0.778519786,0.686113099,0
326.0111541,278.1026598,72330,993.05,70941.0,0.521834977,0.76010929,0
508.1289326,288.9539812,118314,1340.897,114648.0,0.822570794,0.681904966,0
375.2501319,262.8124219,79255,1095.283,77055.0,0.713783938,0.732267077,0
326.2987214,264.4148773,67971,998.793,65999.0,0.585951613,0.676864225,0
325.2398678,208.9148245,54510,928.217,51683.0,0.766419171,0.728442565,0
358.1989179,240.7826944,68732,1006.375,66797.0,0.740366108,0.697662517,0
303.5552029,199.4459327,48077,847.792,46742.0,0.753861393,0.70526284,0
352.5027525,194.9811366,54875,921.762,53497.0,0.833092526,0.691175711,0
339.1147492,206.6458262,56175,922.878,54428.0,0.792887194,0.723391813,0
319.7903082,178.6479431,45872,842.121,44247.0,0.829409642,0.677637221,0
322.5040186,176.7089727,46531,883.973,44367.0,0.836525515,0.732999603,0
406.690687,243.0324363,78789,1121.786,75166.0,0.801805234,0.68412957,0
286.8713324,227.1597173,51771,847.664,50545.0,0.610712677,0.835454545,0
245.7557814,143.7108718,28607,678.815,26908.0,0.811198369,0.693487281,0
376.6624701,221.6551009,67510,1057.897,64364.0,0.808518015,0.654744466,0
353.1098719,243.0010336,68383,972.971,67093.0,0.725545687,0.76069161,0
364.7840178,218.5661729,63724,981.059,61967.0,0.800624837,0.687300355,0
448.1210966,276.607844,99085,1259.451,94063.0,0.786758156,0.70929382,0
349.2261695,191.8173343,53893,912.259,51941.0,0.835648938,0.708995359,0
388.6927274,257.5462902,80094,1112.212,77043.0,0.748976897,0.72693048,0
387.6741043,236.8736053,73593,1038.741,71762.0,0.791621183,0.701677879,0
306.3041431,196.6171927,48631,843.96,46403.0,0.766786821,0.637631572,0
344.737416,215.1097845,59834,950.721,57766.0,0.78143908,0.737582676,0
333.9700499,222.2744566,58991,926.255,57676.0,0.746351424,0.688668657,0
271.6656922,189.484632,41587,781.97,39724.0,0.716592623,0.724282537,0
421.1618485,241.6404129,81442,1102.423,78982.0,0.819032478,0.753436549,0
331.3506586,213.1674456,56076,931.117,53987.0,0.765589944,0.673221768,0
390.707154,235.6868033,73002,1034.183,71266.0,0.797566261,0.66062887,0
451.5261542,280.2261534,99256,1255.245,95347.0,0.784111496,0.674956111,0
259.4226253,198.4655312,40765,763.979,39547.0,0.643997206,0.733384022,0
372.8219867,237.6598183,70649,1015.771,69024.0,0.770481865,0.721042955,0
290.7535562,258.3843539,60254,908.357,58460.0,0.458544698,0.774756149,0
311.6445775,238.6419206,59943,952.023,57127.0,0.643138024,0.693625546,0
341.6460576,258.3928669,70703,989.917,69151.0,0.654204824,0.75184561,0
311.5249871,197.090849,49237,857.776,47771.0,0.774425873,0.683409393,0
300.906335,185.8512318,44836,802.261,43743.0,0.786462407,0.670082721,0
436.985567,271.5787847,94693,1183.447,92735.0,0.783428223,0.704122154,0
442.2460114,253.291155,90546,1184.04,87524.0,0.819738392,0.758650579,0
355.310549,270.7408973,76287,1048.675,74728.0,0.647596035,0.766676926,0
368.074061,189.8138686,55662,943.599,53964.0,0.856772375,0.603678181,0
364.2307798,265.8668635,77541,1075.792,75329.0,0.683510499,0.723079729,0
368.6379093,209.1269246,61469,968.36,59514.0,0.823513752,0.755157975,0
343.7885277,177.1367946,48476,891.528,46961.0,0.857040355,0.61463255,0
284.3301121,170.5330024,39280,761.131,37302.0,0.800171576,0.721173923,0
325.2398678,208.9148245,54510,928.217,51683.0,0.766419171,0.728442565,0
349.1971378,251.6796378,69536,1032.358,67754.0,0.693207597,0.655261122,0
393.3989966,228.722883,72170,1066.388,69317.0,0.813616588,0.661674303,0
381.6717342,231.5281935,71336,1067.692,68931.0,0.794994961,0.679310549,0
424.8227093,253.171548,85879,1163.528,82886.0,0.803024243,0.648281256,0
301.3222176,186.9506295,45021,818.873,43725.0,0.784258452,0.697068248,0
350.1278744,315.7195205,87512,1070.062,86545.0,0.432307345,0.785886818,0
443.5159353,258.9467393,91201,1179.694,89235.0,0.811861615,0.655190643,0
301.845898,228.5166995,55158,906.666,53389.0,0.653340582,0.715746997,0
373.235638,237.0415232,70759,1049.093,68520.0,0.772430874,0.712858926,0
405.9365937,245.9897977,79220,1100.676,77468.0,0.795479241,0.721545397,0
343.7885277,177.1367946,48476,891.528,46961.0,0.857040355,0.61463255,0
363.5065315,249.5814954,72981,1079.973,68400.0,0.727040805,0.725744843,0
364.7445188,248.7961897,71504,1024.207,69781.0,0.731248797,0.693937827,0
330.0249642,221.9197863,58973,919.044,57303.0,0.740157695,0.716762355,0
353.1242534,247.3352308,69587,983.385,67852.0,0.713731082,0.729512956,0
387.7989307,247.8581228,76807,1084.729,74167.0,0.769089738,0.680181585,0
352.3686704,227.8641444,64811,1004.245,62064.0,0.762774955,0.650566038,0
354.2355512,182.3120807,52070,961.439,87928.44927536232,0.857392304,0.6996799807723215,0
352.1907699,290.8275329,81463,1073.251,79408.0,0.56401133,0.792771926,0
326.0111541,278.1026598,72330,993.05,70941.0,0.521834977,0.76010929,0
345.9492049,221.9219567,61464,981.517,59370.0,0.767133811,0.697485902,0
418.5556402,274.9231996,92636,1196.03,89051.0,0.754031829,0.738675293,0
401.072302,235.8289934,75563,1050.909,73193.0,0.808863683,0.740115679,0
381.1754896,230.0560205,70141,1050.867,68129.0,0.79733001,0.65970447,0
313.3863101,232.2824399,58701,929.115,56096.0,0.671282476,0.711769781,0
371.3536275,226.9099341,67847,1048.186,64988.0,0.79160385,0.67011755,0
227.2937917,191.1090383,34787,699.415,33662.0,0.54134302,0.792998657,0
406.9762258,255.2178271,81976,1110.378,79274.0,0.778932753,0.708385459,0
336.021702,210.4280656,56855,910.837,55129.0,0.779635513,0.750401546,0
310.6748925,178.3232873,44753,870.063,41593.0,0.818864551,0.572669696,0
340.8169568,204.432884,56217,915.939,52651.0,0.800126045,0.683504044,0
367.4839462,205.0210803,59845,945.191,58734.0,0.829904913,0.757476883,0
349.0264129,226.8031,63504,974.079,61235.0,0.760091178,0.718720657,0
227.2937917,191.1090383,34787,699.415,33662.0,0.54134302,0.792998657,0
368.730119,262.4744722,77454,1051.266,75114.0,0.702348195,0.740915368,0
381.6717342,231.5281935,71336,1067.692,68931.0,0.794994961,0.679310549,0
473.2866901,238.7384529,90297,1193.28,88197.0,0.863454506,0.658456829,0
269.3704112,239.1621656,51456,872.289,48945.0,0.460121209,0.711244478,0
333.7476396,243.540245,63641,958.627,61996.0,0.683752754,0.673137894,0
317.3482375,211.0255917,53531,895.04,51145.0,0.746874181,0.710051367,0
387.6741043,236.8736053,73593,1038.741,71762.0,0.791621183,0.701677879,0
297.6969009,226.2519485,53588,862.778,52508.0,0.649914023,0.756163594,0
413.0345598,261.6430865,86242,1144.973,84129.0,0.773771049,0.713834797,0
340.9827093,289.15047,79230,1065.191,75799.0,0.530009681,0.741100324,0
251.8477358,208.4681478,41594,777.663,39941.0,0.561090145,0.70757157,0
396.8075663,251.9449198,79970,1100.836,77587.0,0.772569894,0.703864647,0
289.2593164,179.2233834,41209,761.949,40403.0,0.784922337,0.722204347,0
387.5169377,326.8987235,100747,1176.6,98935.0,0.537014933,0.740420596,0
262.3470571,155.0257428,32564,718.847,31237.0,0.806731223,0.613910617,0
391.227169,245.5420203,77508,1063.377,74763.0,0.778519786,0.686113099,0
508.1289326,288.9539812,118314,1340.897,114648.0,0.822570794,0.681904966,0
381.2139503,218.2168451,66476,1002.035,65051.0,0.81995626,0.644356396,0
397.094114,307.2739224,97988,1201.39,95245.0,0.633422315,0.75304396,0
368.7395425,205.7578712,61496,998.437,58495.0,0.829838749,0.630103195,0
328.5871474,173.3469657,46287,867.003,44081.0,0.849522441,0.638466441,0
428.1169055,249.3908796,84950,1130.673,82793.0,0.812809305,0.742458211,0
368.3727265,198.7746557,59040,973.599,56837.0,0.841920242,0.634965144,0
333.7059198,169.3095334,45669,867.446,43461.0,0.861733321,0.677934111,0
333.9700499,222.2744566,58991,926.255,57676.0,0.746351424,0.688668657,0
397.902945,235.5598942,74803,1073.916,72718.0,0.805935469,0.746867425,0
398.8445645,254.1729295,80799,1074.108,79252.0,0.770638009,0.705007428,0
430.8651894,229.2867182,79297,1140.399,74612.0,0.846647455,0.665346888,0
359.5316125,193.4008772,57197,965.068,53758.0,0.842992995,0.710295439,0
277.3532801,216.2720505,48457,820.106,46601.0,0.626064816,0.761653373,0
366.9648423,227.7716147,66125,981.544,64380.0,0.784055626,0.664375716,0
340.9827093,289.15047,79230,1065.191,75799.0,0.530009681,0.741100324,0
297.6969009,226.2519485,53588,862.778,52508.0,0.649914023,0.756163594,0
356.4260216,224.163105,65298,1013.202,61492.0,0.777470812,0.690843725,0
347.1551548,222.109478,61585,966.329,59459.0,0.768542385,0.709619286,0
270.5553766,220.1186723,46805,833.117,45160.0,0.581451809,0.686071949,0
466.249387,250.1043018,92321,1180.478,90178.0,0.843952802,0.752003469,0
448.1210966,276.607844,99085,1259.451,94063.0,0.786758156,0.70929382,0
368.7863065,221.2409483,65057,977.085,63514.0,0.800062704,0.663844642,0
280.1124767,185.1922062,40539,766.531,39622.0,0.750266822,0.733007733,0
257.6418527,181.1570788,37442,737.637,36113.0,0.71105609,0.694480769,0
392.6515582,246.0756721,77118,1073.768,75314.0,0.779258691,0.704712179,0
436.5298989,228.2803725,80138,1141.189,77310.0,0.852367489,0.631720869,0
421.0948928,248.0867654,83634,1148.651,81405.0,0.808025921,0.713728344,0
331.4511469,206.7595988,55774,934.547,52243.0,0.781583108,0.714434188,0
329.9357423,187.0417222,49367,858.386,48093.0,0.823784218,0.745108064,0
418.5556402,274.9231996,92636,1196.03,89051.0,0.754031829,0.738675293,0
360.0734473,282.7390316,81032,1045.658,79661.0,0.619209281,0.779156886,0
416.7127171,230.5595405,78032,1095.055,74109.0,0.832994182,0.706459362,0
364.1030896,253.7969272,73265,1036.94,71464.0,0.717025543,0.715484271,0
358.3657191,189.2067438,54649,929.471,52547.0,0.849262336,0.703402763,0
336.5840696,227.9495391,60648,916.044,59822.0,0.735758503,0.700286801,0
290.7535562,258.3843539,60254,908.357,58460.0,0.458544698,0.774756149,0
401.6681425,269.6684468,86777,1118.999,84677.0,0.741121199,0.751028843,0
354.9636669,254.4527709,71843,1051.02,69302.0,0.697235919,0.701153379,0
301.5077895,273.6599414,64732,971.769,61251.0,0.419753707,0.643595671,0
373.8031053,237.1945766,70719,1001.236,69312.0,0.77288661,0.706155633,0
305.784503,202.4661938,49877,860.548,48177.0,0.74939737,0.677642591,0
330.0086832,181.6658648,47802,870.387,45800.0,0.834842987,0.732682771,0
442.2460114,253.291155,90546,1184.04,87524.0,0.819738392,0.758650579,0
384.9699031,289.4539006,88336,1094.59,87036.0,0.659291894,0.727896163,0
380.3703785,288.2561589,87052,1094.576,85739.0,0.652451831,0.762151543,0
297.7657247,241.9344257,58178,915.496,56327.0,0.582962247,0.727739018,0
323.8592139,175.1857446,46785,877.02,43345.0,0.841066464,0.649275753,0
375.4472798,239.1327753,71321,1022.568,69708.0,0.770923534,0.727177893,0
316.4840294,234.2836291,58976,906.829,57741.0,0.672309707,0.712711069,0
431.3669658,272.751395,93719,1179.374,90191.0,0.7747273,0.625024255,0
290.458237,219.4182435,51029,869.188,49414.0,0.65523977,0.711033729,0
408.940773,231.2190014,75540,1096.751,73125.0,0.824810334,0.656512605,0
300.9544323,234.38957,56851,893.644,54968.0,0.627246499,0.75133953,0
376.1885565,210.6115221,63756,989.499,61730.0,0.82858974,0.632188028,0
392.9101168,284.1790677,89605,1122.16,87302.0,0.690568105,0.73824584,0
350.1278744,315.7195205,87512,1070.062,86545.0,0.432307345,0.785886818,0
259.2088782,210.3507977,43443,801.526,87928.44927536232,0.584337455,0.6996799807723215,0
433.7681595,270.2860947,93480,1165.084,91764.0,0.782132713,0.692924564,0
351.396481,209.8812282,59225,940.413,57310.0,0.80203462,0.699832704,0
269.4020207,185.7275682,40147,769.242,38968.0,0.724374455,0.737583283,0
296.6559478,171.2081645,41361,798.546,39368.0,0.816654393,0.619968504,0
383.8002498,208.1687832,64346,1054.198,60449.0,0.840127895,0.67634488,0
291.1972864,203.0202207,48658,875.764,45723.0,0.716885111,0.648829289,0
